reading_id,asset_code,source,message_id,request_id,trigger,observed_at,received_at,temperature_c,temperature_status
TR-00070,BOX-02,SEED,TEMP-00070,,SEED,2026-09-18T14:41:00.000Z,2026-09-18T14:42:00.000Z,-4.1,NORMAL
TR-00030,BAG-007,SEED,TEMP-00030,,SEED,2026-09-18T14:42:00.000Z,2026-09-18T14:43:00.000Z,-4.1,NORMAL
TR-00395,BOX-03,SEED,TEMP-00395,,SEED,2026-09-18T14:43:00.000Z,2026-09-18T14:44:00.000Z,-5.6,NORMAL
TR-00100,BOX-06,SEED,TEMP-00100,,SEED,2026-09-18T14:43:00.000Z,2026-09-18T14:44:00.000Z,-4.5,NORMAL
TR-00129,FREEZER-TGR,SEED,TEMP-00129,,SEED,2026-09-18T14:44:00.000Z,2026-09-18T14:45:00.000Z,-3.6,NORMAL
TR-00074,BAG-015,SEED,TEMP-00074,,SEED,2026-09-18T14:45:00.000Z,2026-09-18T14:46:00.000Z,-5.4,NORMAL
TR-00121,BAG-022,SEED,TEMP-00121,,SEED,2026-09-18T14:45:00.000Z,2026-09-18T14:46:00.000Z,-5.4,NORMAL
TR-00199,BOX-03,SEED,TEMP-00199,,SEED,2026-09-18T14:45:00.000Z,2026-09-18T14:46:00.000Z,-5.4,NORMAL
TR-00224,BOX-06,SEED,TEMP-00224,,SEED,2026-09-18T14:46:00.000Z,2026-09-18T14:47:00.000Z,-4.9,NORMAL
TR-00045,FREEZER-TGR,SEED,TEMP-00045,,SEED,2026-09-18T14:46:00.000Z,2026-09-18T14:47:00.000Z,-2.8,NORMAL
TR-00304,BOX-04,SEED,TEMP-00304,,SEED,2026-09-18T14:47:00.000Z,2026-09-18T14:48:00.000Z,-5.1,NORMAL
TR-00279,BOX-06,SEED,TEMP-00279,,SEED,2026-09-18T14:47:00.000Z,2026-09-18T14:48:00.000Z,-4.7,NORMAL
TR-00015,BAG-005,SEED,TEMP-00015,,SEED,2026-09-18T14:48:00.000Z,2026-09-18T14:49:00.000Z,-5.7,NORMAL
TR-00228,BAG-037,SEED,TEMP-00228,,SEED,2026-09-18T14:48:00.000Z,2026-09-18T14:49:00.000Z,-5.8,NORMAL
TR-00381,BOX-01,SEED,TEMP-00381,,SEED,2026-09-18T14:49:00.000Z,2026-09-18T14:50:00.000Z,-4.2,NORMAL
TR-00088,BOX-04,SEED,TEMP-00088,,SEED,2026-09-18T14:49:00.000Z,2026-09-18T14:50:00.000Z,-4.8,NORMAL
TR-00215,BAG-035,SEED,TEMP-00215,,SEED,2026-09-18T14:50:00.000Z,2026-09-18T14:51:00.000Z,-4.9,NORMAL
TR-00326,FREEZER-JKT-PST,SEED,TEMP-00326,,SEED,2026-09-18T14:50:00.000Z,2026-09-18T14:51:00.000Z,-3.8,NORMAL
TR-00244,FREEZER-JKT-UTR,SEED,TEMP-00244,,SEED,2026-09-18T14:50:00.000Z,2026-09-18T14:51:00.000Z,-3,NORMAL
TR-00268,FREEZER-TGS,SEED,TEMP-00268,,SEED,2026-09-18T14:50:00.000Z,2026-09-18T14:51:00.000Z,-3.9,NORMAL
TR-00060,BAG-012,SEED,TEMP-00060,,SEED,2026-09-18T14:51:00.000Z,2026-09-18T14:52:00.000Z,-5.7,NORMAL
TR-00101,BAG-018,SEED,TEMP-00101,,SEED,2026-09-18T14:51:00.000Z,2026-09-18T14:52:00.000Z,-4.7,NORMAL
TR-00104,BAG-019,SEED,TEMP-00104,,SEED,2026-09-18T14:51:00.000Z,2026-09-18T14:52:00.000Z,-1.3,WARNING
TR-00108,BAG-020,SEED,TEMP-00108,,SEED,2026-09-18T14:51:00.000Z,2026-09-18T14:52:00.000Z,-4.2,NORMAL
TR-00311,BAG-055,SEED,TEMP-00311,,SEED,2026-09-18T14:51:00.000Z,2026-09-18T14:52:00.000Z,-5.5,NORMAL
TR-00186,BOX-01,SEED,TEMP-00186,,SEED,2026-09-18T14:51:00.000Z,2026-09-18T14:52:00.000Z,-5.5,NORMAL
TR-00148,FREEZER-BKS,SEED,TEMP-00148,,SEED,2026-09-18T14:51:00.000Z,2026-09-18T14:52:00.000Z,-3.6,NORMAL
TR-00036,FREEZER-JKT-TMR,SEED,TEMP-00036,,SEED,2026-09-18T14:52:00.000Z,2026-09-18T14:53:00.000Z,-3.7,NORMAL
TR-00289,BOX-02,SEED,TEMP-00289,,SEED,2026-09-18T14:53:00.000Z,2026-09-18T14:54:00.000Z,-4.4,NORMAL
TR-00008,BAG-003,SEED,TEMP-00008,,SEED,2026-09-18T14:54:00.000Z,2026-09-18T14:55:00.000Z,-4.7,NORMAL
TR-00011,BAG-004,SEED,TEMP-00011,,SEED,2026-09-18T14:54:00.000Z,2026-09-18T14:55:00.000Z,-4.2,NORMAL
TR-00200,BAG-033,SEED,TEMP-00200,,SEED,2026-09-18T14:54:00.000Z,2026-09-18T14:55:00.000Z,-4.9,NORMAL
TR-00089,BAG-016,SEED,TEMP-00089,,SEED,2026-09-18T14:55:00.000Z,2026-09-18T14:56:00.000Z,-5.7,NORMAL
TR-00297,BOX-03,SEED,TEMP-00297,,SEED,2026-09-18T14:55:00.000Z,2026-09-18T14:56:00.000Z,-5.6,NORMAL
TR-00362,BOX-05,SEED,TEMP-00362,,SEED,2026-09-18T14:55:00.000Z,2026-09-18T14:56:00.000Z,-5.8,NORMAL
TR-00157,FREEZER-BGR,SEED,TEMP-00157,,SEED,2026-09-18T14:56:00.000Z,2026-09-18T14:57:00.000Z,-3.1,NORMAL
TR-00237,FREEZER-TGR,SEED,TEMP-00237,,SEED,2026-09-18T14:56:00.000Z,2026-09-18T14:57:00.000Z,-3.6,NORMAL
TR-00026,FREEZER-TGS,SEED,TEMP-00026,,SEED,2026-09-18T14:56:00.000Z,2026-09-18T14:57:00.000Z,-1.3,WARNING
TR-00280,BAG-048,SEED,TEMP-00280,,SEED,2026-09-18T14:57:00.000Z,2026-09-18T14:58:00.000Z,-5.6,NORMAL
TR-00187,BAG-031,SEED,TEMP-00187,,SEED,2026-09-18T14:58:00.000Z,2026-09-18T14:59:00.000Z,-4.5,NORMAL
TR-00253,FREEZER-BKS,SEED,TEMP-00253,,SEED,2026-09-18T14:58:00.000Z,2026-09-18T14:59:00.000Z,-4.1,NORMAL
TR-00071,BAG-014,SEED,TEMP-00071,,SEED,2026-09-18T14:59:00.000Z,2026-09-18T15:00:00.000Z,-4.1,NORMAL
TR-00001,BAG-001,SEED,TEMP-00001,,SEED,2026-09-18T15:00:00.000Z,2026-09-18T15:01:00.000Z,-5.2,NORMAL
TR-00004,BAG-002,SEED,TEMP-00004,,SEED,2026-09-18T15:00:00.000Z,2026-09-18T15:01:00.000Z,-5.5,NORMAL
TR-00204,BAG-034,SEED,TEMP-00204,,SEED,2026-09-18T15:00:00.000Z,2026-09-18T15:01:00.000Z,-4.3,NORMAL
TR-00231,BAG-038,SEED,TEMP-00231,,SEED,2026-09-18T15:00:00.000Z,2026-09-18T15:01:00.000Z,-4.9,NORMAL
TR-00396,BAG-069,SEED,TEMP-00396,,SEED,2026-09-18T15:00:00.000Z,2026-09-18T15:01:00.000Z,-4.9,NORMAL
TR-00399,BAG-070,SEED,TEMP-00399,,SEED,2026-09-18T15:00:00.000Z,2026-09-18T15:01:00.000Z,-5.6,NORMAL
TR-00052,BOX-05,SEED,TEMP-00052,,SEED,2026-09-18T15:00:00.000Z,2026-09-18T15:01:00.000Z,-1.3,WARNING
TR-00305,BAG-052,SEED,TEMP-00305,,SEED,2026-09-18T15:01:00.000Z,2026-09-18T15:02:00.000Z,-4.4,NORMAL
TR-00371,BOX-06,SEED,TEMP-00371,,SEED,2026-09-18T15:01:00.000Z,2026-09-18T15:02:00.000Z,-5.7,NORMAL
TR-00171,BAG-029,SEED,TEMP-00171,,SEED,2026-09-18T15:02:00.000Z,2026-09-18T15:03:00.000Z,-4.7,NORMAL
TR-00142,FREEZER-JKT-TMR,SEED,TEMP-00142,,SEED,2026-09-18T15:02:00.000Z,2026-09-18T15:03:00.000Z,-2.7,NORMAL
TR-00349,FREEZER-TGR,SEED,TEMP-00349,,SEED,2026-09-18T15:02:00.000Z,2026-09-18T15:03:00.000Z,-3.8,NORMAL
TR-00189,BAG-032,SEED,TEMP-00189,,SEED,2026-09-18T15:03:00.000Z,2026-09-18T15:04:00.000Z,-4.3,NORMAL
TR-00272,BAG-047,SEED,TEMP-00272,,SEED,2026-09-18T15:03:00.000Z,2026-09-18T15:04:00.000Z,-4.3,NORMAL
TR-00382,BAG-067,SEED,TEMP-00382,,SEED,2026-09-18T15:04:00.000Z,2026-09-18T15:05:00.000Z,-4.5,NORMAL
TR-00290,BAG-050,SEED,TEMP-00290,,SEED,2026-09-18T15:05:00.000Z,2026-09-18T15:06:00.000Z,-5.3,NORMAL
TR-00385,BAG-068,SEED,TEMP-00385,,SEED,2026-09-18T15:06:00.000Z,2026-09-18T15:07:00.000Z,-5.9,NORMAL
TR-00040,BAG-009,SEED,TEMP-00040,,SEED,2026-09-18T15:07:00.000Z,2026-09-18T15:08:00.000Z,-4.4,NORMAL
TR-00173,BAG-030,SEED,TEMP-00173,,SEED,2026-09-18T15:07:00.000Z,2026-09-18T15:08:00.000Z,-5.5,NORMAL
TR-00257,BAG-045,SEED,TEMP-00257,,SEED,2026-09-18T15:07:00.000Z,2026-09-18T15:08:00.000Z,-5,NORMAL
TR-00118,BOX-03,SEED,TEMP-00118,,SEED,2026-09-18T15:07:00.000Z,2026-09-18T15:08:00.000Z,-5.7,NORMAL
TR-00339,FREEZER-JKT-SLT,SEED,TEMP-00339,,SEED,2026-09-18T15:07:00.000Z,2026-09-18T15:08:00.000Z,-3.5,NORMAL
TR-00363,BAG-065,SEED,TEMP-00363,,SEED,2026-09-18T15:08:00.000Z,2026-09-18T15:09:00.000Z,-5.3,NORMAL
TR-00093,BAG-017,SEED,TEMP-00093,,SEED,2026-09-18T15:09:00.000Z,2026-09-18T15:10:00.000Z,-5.1,NORMAL
TR-00134,BAG-024,SEED,TEMP-00134,,SEED,2026-09-18T15:09:00.000Z,2026-09-18T15:10:00.000Z,-5.1,NORMAL
TR-00308,BAG-053,SEED,TEMP-00308,,SEED,2026-09-18T15:09:00.000Z,2026-09-18T15:10:00.000Z,-5.8,NORMAL
TR-00063,BAG-013,SEED,TEMP-00063,,SEED,2026-09-18T15:11:00.000Z,2026-09-18T15:12:00.000Z,-5,NORMAL
TR-00161,BAG-028,SEED,TEMP-00161,,SEED,2026-09-18T15:11:00.000Z,2026-09-18T15:12:00.000Z,-4.9,NORMAL
TR-00248,BAG-043,SEED,TEMP-00248,,SEED,2026-09-18T15:11:00.000Z,2026-09-18T15:12:00.000Z,-4.8,NORMAL
TR-00282,BAG-049,SEED,TEMP-00282,,SEED,2026-09-18T15:11:00.000Z,2026-09-18T15:12:00.000Z,-4.3,NORMAL
TR-00352,BAG-064,SEED,TEMP-00352,,SEED,2026-09-18T15:11:00.000Z,2026-09-18T15:12:00.000Z,-5.5,NORMAL
TR-00031,BAG-007,SEED,TEMP-00031,,SEED,2026-09-18T15:12:00.000Z,2026-09-18T15:13:00.000Z,-5.9,NORMAL
TR-00149,BOX-02,SEED,TEMP-00149,,SEED,2026-09-18T15:12:00.000Z,2026-09-18T15:13:00.000Z,-4.9,NORMAL
TR-00075,BAG-015,SEED,TEMP-00075,,SEED,2026-09-18T15:15:00.000Z,2026-09-18T15:16:00.000Z,-5.6,NORMAL
TR-00122,BAG-022,SEED,TEMP-00122,,SEED,2026-09-18T15:15:00.000Z,2026-09-18T15:16:00.000Z,-5.3,NORMAL
TR-00343,BAG-062,SEED,TEMP-00343,,SEED,2026-09-18T15:15:00.000Z,2026-09-18T15:16:00.000Z,-4.6,NORMAL
TR-00046,BOX-04,SEED,TEMP-00046,,SEED,2026-09-18T15:15:00.000Z,2026-09-18T15:16:00.000Z,-5.1,NORMAL
TR-00130,BOX-05,SEED,TEMP-00130,,SEED,2026-09-18T15:15:00.000Z,2026-09-18T15:16:00.000Z,-1.3,WARNING
TR-00245,BOX-06,SEED,TEMP-00245,,SEED,2026-09-18T15:15:00.000Z,2026-09-18T15:16:00.000Z,-5.6,NORMAL
TR-00225,BOX-06,SEED,TEMP-00225,,SEED,2026-09-18T15:16:00.000Z,2026-09-18T15:17:00.000Z,-4.5,NORMAL
TR-00016,BAG-005,SEED,TEMP-00016,,SEED,2026-09-18T15:18:00.000Z,2026-09-18T15:19:00.000Z,-4.8,NORMAL
TR-00229,BAG-037,SEED,TEMP-00229,,SEED,2026-09-18T15:18:00.000Z,2026-09-18T15:19:00.000Z,-4.1,NORMAL
TR-00037,BOX-02,SEED,TEMP-00037,,SEED,2026-09-18T15:19:00.000Z,2026-09-18T15:20:00.000Z,-4.1,NORMAL
TR-00158,BOX-03,SEED,TEMP-00158,,SEED,2026-09-18T15:19:00.000Z,2026-09-18T15:20:00.000Z,-4.6,NORMAL
TR-00238,BOX-04,SEED,TEMP-00238,,SEED,2026-09-18T15:19:00.000Z,2026-09-18T15:20:00.000Z,-5.5,NORMAL
TR-00216,BAG-035,SEED,TEMP-00216,,SEED,2026-09-18T15:20:00.000Z,2026-09-18T15:21:00.000Z,-4.7,NORMAL
TR-00061,BAG-012,SEED,TEMP-00061,,SEED,2026-09-18T15:21:00.000Z,2026-09-18T15:22:00.000Z,-5.8,NORMAL
TR-00102,BAG-018,SEED,TEMP-00102,,SEED,2026-09-18T15:21:00.000Z,2026-09-18T15:22:00.000Z,-5.2,NORMAL
TR-00105,BAG-019,SEED,TEMP-00105,,SEED,2026-09-18T15:21:00.000Z,2026-09-18T15:22:00.000Z,-5.5,NORMAL
TR-00109,BAG-020,SEED,TEMP-00109,,SEED,2026-09-18T15:21:00.000Z,2026-09-18T15:22:00.000Z,-4.3,NORMAL
TR-00312,BAG-055,SEED,TEMP-00312,,SEED,2026-09-18T15:21:00.000Z,2026-09-18T15:22:00.000Z,-1.3,WARNING
TR-00269,BOX-04,SEED,TEMP-00269,,SEED,2026-09-18T15:21:00.000Z,2026-09-18T15:22:00.000Z,-4.7,NORMAL
TR-00327,BOX-05,SEED,TEMP-00327,,SEED,2026-09-18T15:21:00.000Z,2026-09-18T15:22:00.000Z,-4.6,NORMAL
TR-00143,BOX-01,SEED,TEMP-00143,,SEED,2026-09-18T15:23:00.000Z,2026-09-18T15:24:00.000Z,-1.3,WARNING
TR-00027,BOX-06,SEED,TEMP-00027,,SEED,2026-09-18T15:23:00.000Z,2026-09-18T15:24:00.000Z,-5.7,NORMAL
TR-00009,BAG-003,SEED,TEMP-00009,,SEED,2026-09-18T15:24:00.000Z,2026-09-18T15:25:00.000Z,-5.7,NORMAL
TR-00012,BAG-004,SEED,TEMP-00012,,SEED,2026-09-18T15:24:00.000Z,2026-09-18T15:25:00.000Z,-4.2,NORMAL
TR-00201,BAG-033,SEED,TEMP-00201,,SEED,2026-09-18T15:24:00.000Z,2026-09-18T15:25:00.000Z,-4.5,NORMAL
TR-00090,BAG-016,SEED,TEMP-00090,,SEED,2026-09-18T15:25:00.000Z,2026-09-18T15:26:00.000Z,-5,NORMAL
TR-00254,BOX-02,SEED,TEMP-00254,,SEED,2026-09-18T15:25:00.000Z,2026-09-18T15:26:00.000Z,-4.2,NORMAL
TR-00298,BOX-03,SEED,TEMP-00298,,SEED,2026-09-18T15:25:00.000Z,2026-09-18T15:26:00.000Z,-4.5,NORMAL
TR-00281,BAG-048,SEED,TEMP-00281,,SEED,2026-09-18T15:27:00.000Z,2026-09-18T15:28:00.000Z,-5.3,NORMAL
TR-00188,BAG-031,SEED,TEMP-00188,,SEED,2026-09-18T15:28:00.000Z,2026-09-18T15:29:00.000Z,-4.2,NORMAL
TR-00072,BAG-014,SEED,TEMP-00072,,SEED,2026-09-18T15:29:00.000Z,2026-09-18T15:30:00.000Z,-5.6,NORMAL
TR-00340,BOX-01,SEED,TEMP-00340,,SEED,2026-09-18T15:29:00.000Z,2026-09-18T15:30:00.000Z,-4.5,NORMAL
TR-00002,BAG-001,SEED,TEMP-00002,,SEED,2026-09-18T15:30:00.000Z,2026-09-18T15:31:00.000Z,-4.4,NORMAL
TR-00005,BAG-002,SEED,TEMP-00005,,SEED,2026-09-18T15:30:00.000Z,2026-09-18T15:31:00.000Z,-4.9,NORMAL
TR-00232,BAG-038,SEED,TEMP-00232,,SEED,2026-09-18T15:30:00.000Z,2026-09-18T15:31:00.000Z,-5.8,NORMAL
TR-00397,BAG-069,SEED,TEMP-00397,,SEED,2026-09-18T15:30:00.000Z,2026-09-18T15:31:00.000Z,-5.9,NORMAL
TR-00053,BOX-05,SEED,TEMP-00053,,SEED,2026-09-18T15:30:00.000Z,2026-09-18T15:31:00.000Z,-5.6,NORMAL
TR-00205,FREEZER-BKS,SEED,TEMP-00205,,SEED,2026-09-18T15:30:00.000Z,2026-09-18T15:31:00.000Z,0.2,CRITICAL
TR-00119,FREEZER-JKT-SLT,SEED,TEMP-00119,,SEED,2026-09-18T15:30:00.000Z,2026-09-18T15:31:00.000Z,-3.8,NORMAL
TR-00400,FREEZER-TGR,SEED,TEMP-00400,,SEED,2026-09-18T15:30:00.000Z,2026-09-18T15:31:00.000Z,-3.7,NORMAL
TR-00306,BAG-052,SEED,TEMP-00306,,SEED,2026-09-18T15:31:00.000Z,2026-09-18T15:32:00.000Z,-4.6,NORMAL
TR-00372,BOX-06,SEED,TEMP-00372,,SEED,2026-09-18T15:31:00.000Z,2026-09-18T15:32:00.000Z,-4.5,NORMAL
TR-00172,BAG-029,SEED,TEMP-00172,,SEED,2026-09-18T15:32:00.000Z,2026-09-18T15:33:00.000Z,-5.1,NORMAL
TR-00190,BAG-032,SEED,TEMP-00190,,SEED,2026-09-18T15:33:00.000Z,2026-09-18T15:34:00.000Z,-4.2,NORMAL
TR-00273,BAG-047,SEED,TEMP-00273,,SEED,2026-09-18T15:33:00.000Z,2026-09-18T15:34:00.000Z,-1.3,WARNING
TR-00383,BAG-067,SEED,TEMP-00383,,SEED,2026-09-18T15:34:00.000Z,2026-09-18T15:35:00.000Z,-4.5,NORMAL
TR-00386,FREEZER-JKT-TMR,SEED,TEMP-00386,,SEED,2026-09-18T15:34:00.000Z,2026-09-18T15:35:00.000Z,-4.2,NORMAL
TR-00291,BAG-050,SEED,TEMP-00291,,SEED,2026-09-18T15:35:00.000Z,2026-09-18T15:36:00.000Z,-4.7,NORMAL
TR-00313,FREEZER-JKT-BRT,SEED,TEMP-00313,,SEED,2026-09-18T15:36:00.000Z,2026-09-18T15:37:00.000Z,-2.9,NORMAL
TR-00106,FREEZER-JKT-SLT,SEED,TEMP-00106,,SEED,2026-09-18T15:36:00.000Z,2026-09-18T15:37:00.000Z,-3.5,NORMAL
TR-00226,FREEZER-TGS,SEED,TEMP-00226,,SEED,2026-09-18T15:36:00.000Z,2026-09-18T15:37:00.000Z,-3,NORMAL
TR-00041,BAG-009,SEED,TEMP-00041,,SEED,2026-09-18T15:37:00.000Z,2026-09-18T15:38:00.000Z,1.2,CRITICAL
TR-00174,BAG-030,SEED,TEMP-00174,,SEED,2026-09-18T15:37:00.000Z,2026-09-18T15:38:00.000Z,-4.8,NORMAL
TR-00258,BAG-045,SEED,TEMP-00258,,SEED,2026-09-18T15:37:00.000Z,2026-09-18T15:38:00.000Z,-4.2,NORMAL
TR-00364,BAG-065,SEED,TEMP-00364,,SEED,2026-09-18T15:38:00.000Z,2026-09-18T15:39:00.000Z,-1.3,WARNING
TR-00135,BAG-024,SEED,TEMP-00135,,SEED,2026-09-18T15:39:00.000Z,2026-09-18T15:40:00.000Z,-5.3,NORMAL
TR-00309,FREEZER-BGR,SEED,TEMP-00309,,SEED,2026-09-18T15:40:00.000Z,2026-09-18T15:41:00.000Z,-2.6,NORMAL
TR-00094,FREEZER-TGR,SEED,TEMP-00094,,SEED,2026-09-18T15:40:00.000Z,2026-09-18T15:41:00.000Z,-4.1,NORMAL
TR-00064,BAG-013,SEED,TEMP-00064,,SEED,2026-09-18T15:41:00.000Z,2026-09-18T15:42:00.000Z,-4.2,NORMAL
TR-00162,BAG-028,SEED,TEMP-00162,,SEED,2026-09-18T15:41:00.000Z,2026-09-18T15:42:00.000Z,-5.5,NORMAL
TR-00249,BAG-043,SEED,TEMP-00249,,SEED,2026-09-18T15:41:00.000Z,2026-09-18T15:42:00.000Z,-4.1,NORMAL
TR-00283,BAG-049,SEED,TEMP-00283,,SEED,2026-09-18T15:41:00.000Z,2026-09-18T15:42:00.000Z,-5.4,NORMAL
TR-00353,BAG-064,SEED,TEMP-00353,,SEED,2026-09-18T15:41:00.000Z,2026-09-18T15:42:00.000Z,-4.7,NORMAL
TR-00032,BAG-007,SEED,TEMP-00032,,SEED,2026-09-18T15:42:00.000Z,2026-09-18T15:43:00.000Z,-5.1,NORMAL
TR-00150,BOX-02,SEED,TEMP-00150,,SEED,2026-09-18T15:42:00.000Z,2026-09-18T15:43:00.000Z,-5.1,NORMAL
TR-00013,FREEZER-BKS,SEED,TEMP-00013,,SEED,2026-09-18T15:42:00.000Z,2026-09-18T15:43:00.000Z,-1.3,WARNING
TR-00299,FREEZER-JKT-SLT,SEED,TEMP-00299,,SEED,2026-09-18T15:42:00.000Z,2026-09-18T15:43:00.000Z,-1.3,WARNING
TR-00076,FREEZER-JKT-BRT,SEED,TEMP-00076,,SEED,2026-09-18T15:44:00.000Z,2026-09-18T15:45:00.000Z,-3,NORMAL
TR-00123,BAG-022,SEED,TEMP-00123,,SEED,2026-09-18T15:45:00.000Z,2026-09-18T15:46:00.000Z,1.2,CRITICAL
TR-00344,BAG-062,SEED,TEMP-00344,,SEED,2026-09-18T15:45:00.000Z,2026-09-18T15:46:00.000Z,-4.5,NORMAL
TR-00047,BOX-04,SEED,TEMP-00047,,SEED,2026-09-18T15:45:00.000Z,2026-09-18T15:46:00.000Z,-5.4,NORMAL
TR-00131,BOX-05,SEED,TEMP-00131,,SEED,2026-09-18T15:45:00.000Z,2026-09-18T15:46:00.000Z,-5.2,NORMAL
TR-00246,BOX-06,SEED,TEMP-00246,,SEED,2026-09-18T15:45:00.000Z,2026-09-18T15:46:00.000Z,1.2,CRITICAL
TR-00233,FREEZER-JKT-TMR,SEED,TEMP-00233,,SEED,2026-09-18T15:46:00.000Z,2026-09-18T15:47:00.000Z,-3.5,NORMAL
TR-00006,FREEZER-JKT-UTR,SEED,TEMP-00006,,SEED,2026-09-18T15:46:00.000Z,2026-09-18T15:47:00.000Z,-4.1,NORMAL
TR-00017,BAG-005,SEED,TEMP-00017,,SEED,2026-09-18T15:48:00.000Z,2026-09-18T15:49:00.000Z,-4.7,NORMAL
TR-00230,BAG-037,SEED,TEMP-00230,,SEED,2026-09-18T15:48:00.000Z,2026-09-18T15:49:00.000Z,-5.6,NORMAL
TR-00038,BOX-02,SEED,TEMP-00038,,SEED,2026-09-18T15:49:00.000Z,2026-09-18T15:50:00.000Z,-5.3,NORMAL
TR-00159,BOX-03,SEED,TEMP-00159,,SEED,2026-09-18T15:49:00.000Z,2026-09-18T15:50:00.000Z,-5.5,NORMAL
TR-00239,BOX-04,SEED,TEMP-00239,,SEED,2026-09-18T15:49:00.000Z,2026-09-18T15:50:00.000Z,-5.5,NORMAL
TR-00217,BAG-035,SEED,TEMP-00217,,SEED,2026-09-18T15:50:00.000Z,2026-09-18T15:51:00.000Z,-4.6,NORMAL
TR-00062,BAG-012,SEED,TEMP-00062,,SEED,2026-09-18T15:51:00.000Z,2026-09-18T15:52:00.000Z,-4.9,NORMAL
TR-00103,BAG-018,SEED,TEMP-00103,,SEED,2026-09-18T15:51:00.000Z,2026-09-18T15:52:00.000Z,-5.9,NORMAL
TR-00110,BAG-020,SEED,TEMP-00110,,SEED,2026-09-18T15:51:00.000Z,2026-09-18T15:52:00.000Z,-5.4,NORMAL
TR-00270,BOX-04,SEED,TEMP-00270,,SEED,2026-09-18T15:51:00.000Z,2026-09-18T15:52:00.000Z,-5.2,NORMAL
TR-00328,BOX-05,SEED,TEMP-00328,,SEED,2026-09-18T15:51:00.000Z,2026-09-18T15:52:00.000Z,1.2,CRITICAL
TR-00144,BOX-01,SEED,TEMP-00144,,SEED,2026-09-18T15:53:00.000Z,2026-09-18T15:54:00.000Z,-4.6,NORMAL
TR-00028,BOX-06,SEED,TEMP-00028,,SEED,2026-09-18T15:53:00.000Z,2026-09-18T15:54:00.000Z,-4.3,NORMAL
TR-00010,BAG-003,SEED,TEMP-00010,,SEED,2026-09-18T15:54:00.000Z,2026-09-18T15:55:00.000Z,-4.5,NORMAL
TR-00202,BAG-033,SEED,TEMP-00202,,SEED,2026-09-18T15:54:00.000Z,2026-09-18T15:55:00.000Z,-5.8,NORMAL
TR-00091,BAG-016,SEED,TEMP-00091,,SEED,2026-09-18T15:55:00.000Z,2026-09-18T15:56:00.000Z,-1.3,WARNING
TR-00255,BOX-02,SEED,TEMP-00255,,SEED,2026-09-18T15:55:00.000Z,2026-09-18T15:56:00.000Z,-5.7,NORMAL
TR-00350,BOX-03,SEED,TEMP-00350,,SEED,2026-09-18T15:55:00.000Z,2026-09-18T15:56:00.000Z,-5.5,NORMAL
TR-00330,BAG-060,SEED,TEMP-00330,,SEED,2026-09-18T15:57:00.000Z,2026-09-18T15:58:00.000Z,-5.8,NORMAL
TR-00227,BOX-06,SEED,TEMP-00227,,SEED,2026-09-18T15:57:00.000Z,2026-09-18T15:58:00.000Z,-5,NORMAL
TR-00132,BAG-023,SEED,TEMP-00132,,SEED,2026-09-18T15:58:00.000Z,2026-09-18T15:59:00.000Z,-4.5,NORMAL
TR-00329,BAG-059,SEED,TEMP-00329,,SEED,2026-09-18T15:58:00.000Z,2026-09-18T15:59:00.000Z,-4.4,NORMAL
TR-00054,FREEZER-JKT-TMR,SEED,TEMP-00054,,SEED,2026-09-18T15:58:00.000Z,2026-09-18T15:59:00.000Z,-3.9,NORMAL
TR-00274,FREEZER-TGR,SEED,TEMP-00274,,SEED,2026-09-18T15:58:00.000Z,2026-09-18T15:59:00.000Z,-4.3,NORMAL
TR-00048,BAG-010,SEED,TEMP-00048,,SEED,2026-09-18T15:59:00.000Z,2026-09-18T16:00:00.000Z,-5.2,NORMAL
TR-00073,BAG-014,SEED,TEMP-00073,,SEED,2026-09-18T15:59:00.000Z,2026-09-18T16:00:00.000Z,-5.2,NORMAL
TR-00271,BAG-046,SEED,TEMP-00271,,SEED,2026-09-18T15:59:00.000Z,2026-09-18T16:00:00.000Z,-5.2,NORMAL
TR-00320,BAG-058,SEED,TEMP-00320,,SEED,2026-09-18T15:59:00.000Z,2026-09-18T16:00:00.000Z,-5.1,NORMAL
TR-00341,BOX-01,SEED,TEMP-00341,,SEED,2026-09-18T15:59:00.000Z,2026-09-18T16:00:00.000Z,-4.6,NORMAL
TR-00206,BOX-04,SEED,TEMP-00206,,SEED,2026-09-18T15:59:00.000Z,2026-09-18T16:00:00.000Z,-4.3,NORMAL
TR-00003,BAG-001,SEED,TEMP-00003,,SEED,2026-09-18T16:00:00.000Z,2026-09-18T16:01:00.000Z,-4.1,NORMAL
TR-00319,BAG-057,SEED,TEMP-00319,,SEED,2026-09-18T16:00:00.000Z,2026-09-18T16:01:00.000Z,-4.8,NORMAL
TR-00120,BOX-03,SEED,TEMP-00120,,SEED,2026-09-18T16:00:00.000Z,2026-09-18T16:01:00.000Z,-4.1,NORMAL
TR-00259,FREEZER-JKT-BRT,SEED,TEMP-00259,,SEED,2026-09-18T16:00:00.000Z,2026-09-18T16:01:00.000Z,-3.4,NORMAL
TR-00042,FREEZER-JKT-SLT,SEED,TEMP-00042,,SEED,2026-09-18T16:00:00.000Z,2026-09-18T16:01:00.000Z,-3.9,NORMAL
TR-00039,BAG-008,SEED,TEMP-00039,,SEED,2026-09-18T16:01:00.000Z,2026-09-18T16:02:00.000Z,-1.3,WARNING
