event_id,awb,event_code,stage,occurred_at,hub_code,completed_stop_order,source_event_key
EV-00190,ANT-FRZ-0051,PICKED_UP,PICKED_UP,2026-09-18T12:04:00.000Z,,0,ANT-FRZ-0051-00
EV-00191,ANT-FRZ-0051,ARRIVED_HUB,AT_HUB,2026-09-18T13:03:00.000Z,JKT-PST,1,ANT-FRZ-0051-01
EV-00192,ANT-FRZ-0051,LEFT_HUB,IN_TRANSIT,2026-09-18T13:25:00.000Z,JKT-PST,1,ANT-FRZ-0051-02
EV-00193,ANT-FRZ-0051,ARRIVED_HUB,AT_HUB,2026-09-18T14:27:00.000Z,JKT-TMR,2,ANT-FRZ-0051-03
EV-00194,ANT-FRZ-0051,LEFT_HUB,IN_TRANSIT,2026-09-18T14:50:00.000Z,JKT-TMR,2,ANT-FRZ-0051-04
EV-00195,ANT-FRZ-0051,ARRIVED_HUB,AT_HUB,2026-09-18T15:37:00.000Z,JKT-SLT,3,ANT-FRZ-0051-05
EV-00196,ANT-FRZ-0051,LEFT_HUB,IN_TRANSIT,2026-09-18T16:01:00.000Z,JKT-SLT,3,ANT-FRZ-0051-06
EV-00197,ANT-FRZ-0052,PICKED_UP,PICKED_UP,2026-09-18T12:49:00.000Z,,0,ANT-FRZ-0052-00
EV-00198,ANT-FRZ-0052,ARRIVED_HUB,AT_HUB,2026-09-18T13:49:00.000Z,JKT-UTR,1,ANT-FRZ-0052-01
EV-00199,ANT-FRZ-0052,LEFT_HUB,IN_TRANSIT,2026-09-18T14:12:00.000Z,JKT-UTR,1,ANT-FRZ-0052-02
EV-00200,ANT-FRZ-0052,OUT_FOR_DELIVERY,OUT_FOR_DELIVERY,2026-09-18T14:56:00.000Z,,1,ANT-FRZ-0052-03
EV-00201,ANT-FRZ-0052,DELIVERED,DELIVERED,2026-09-18T16:00:00.000Z,,2,ANT-FRZ-0052-04
EV-00202,ANT-FRZ-0053,PICKED_UP,PICKED_UP,2026-09-18T14:34:00.000Z,,0,ANT-FRZ-0053-00
EV-00203,ANT-FRZ-0053,ARRIVED_HUB,AT_HUB,2026-09-18T15:35:00.000Z,BGR,1,ANT-FRZ-0053-01
EV-00204,ANT-FRZ-0053,LEFT_HUB,IN_TRANSIT,2026-09-18T15:59:00.000Z,BGR,1,ANT-FRZ-0053-02
EV-00205,ANT-FRZ-0054,PICKED_UP,PICKED_UP,2026-09-18T15:58:00.000Z,,0,ANT-FRZ-0054-00
EV-00206,ANT-FRZ-0055,PICKED_UP,PICKED_UP,2026-09-18T14:46:00.000Z,,0,ANT-FRZ-0055-00
EV-00207,ANT-FRZ-0055,ARRIVED_HUB,AT_HUB,2026-09-18T15:31:00.000Z,JKT-BRT,1,ANT-FRZ-0055-01
EV-00208,ANT-FRZ-0055,LEFT_HUB,IN_TRANSIT,2026-09-18T15:57:00.000Z,JKT-BRT,1,ANT-FRZ-0055-02
EV-00209,ANT-FRZ-0056,PICKED_UP,PICKED_UP,2026-09-18T15:56:00.000Z,,0,ANT-FRZ-0056-00
EV-00210,ANT-FRZ-0057,PICKED_UP,PICKED_UP,2026-09-18T12:46:00.000Z,,0,ANT-FRZ-0057-00
EV-00211,ANT-FRZ-0057,ARRIVED_HUB,AT_HUB,2026-09-18T13:33:00.000Z,TGR,1,ANT-FRZ-0057-01
EV-00212,ANT-FRZ-0057,LEFT_HUB,IN_TRANSIT,2026-09-18T14:01:00.000Z,TGR,1,ANT-FRZ-0057-02
EV-00213,ANT-FRZ-0057,ARRIVED_HUB,AT_HUB,2026-09-18T14:51:00.000Z,BGR,2,ANT-FRZ-0057-03
EV-00214,ANT-FRZ-0057,LEFT_HUB,IN_TRANSIT,2026-09-18T15:20:00.000Z,BGR,2,ANT-FRZ-0057-04
EV-00215,ANT-FRZ-0057,OUT_FOR_DELIVERY,OUT_FOR_DELIVERY,2026-09-18T15:55:00.000Z,,2,ANT-FRZ-0057-05
EV-00216,ANT-FRZ-0058,PICKED_UP,PICKED_UP,2026-09-18T15:54:00.000Z,,0,ANT-FRZ-0058-00
EV-00217,ANT-FRZ-0059,PICKED_UP,PICKED_UP,2026-09-18T12:34:00.000Z,,0,ANT-FRZ-0059-00
EV-00218,ANT-FRZ-0059,ARRIVED_HUB,AT_HUB,2026-09-18T13:23:00.000Z,JKT-SLT,1,ANT-FRZ-0059-01
EV-00219,ANT-FRZ-0059,LEFT_HUB,IN_TRANSIT,2026-09-18T13:53:00.000Z,JKT-SLT,1,ANT-FRZ-0059-02
EV-00220,ANT-FRZ-0059,ARRIVED_HUB,AT_HUB,2026-09-18T14:45:00.000Z,JKT-PST,2,ANT-FRZ-0059-03
EV-00221,ANT-FRZ-0059,LEFT_HUB,IN_TRANSIT,2026-09-18T15:16:00.000Z,JKT-PST,2,ANT-FRZ-0059-04
EV-00222,ANT-FRZ-0059,OUT_FOR_DELIVERY,OUT_FOR_DELIVERY,2026-09-18T15:53:00.000Z,,2,ANT-FRZ-0059-05
EV-00223,ANT-FRZ-0060,PICKED_UP,PICKED_UP,2026-09-18T15:52:00.000Z,,0,ANT-FRZ-0060-00
EV-00224,ANT-FRZ-0061,PICKED_UP,PICKED_UP,2026-09-18T11:39:00.000Z,,0,ANT-FRZ-0061-00
EV-00225,ANT-FRZ-0061,ARRIVED_HUB,AT_HUB,2026-09-18T12:30:00.000Z,JKT-PST,1,ANT-FRZ-0061-01
EV-00226,ANT-FRZ-0061,LEFT_HUB,IN_TRANSIT,2026-09-18T12:50:00.000Z,JKT-PST,1,ANT-FRZ-0061-02
EV-00227,ANT-FRZ-0061,ARRIVED_HUB,AT_HUB,2026-09-18T13:44:00.000Z,JKT-TMR,2,ANT-FRZ-0061-03
EV-00228,ANT-FRZ-0061,LEFT_HUB,IN_TRANSIT,2026-09-18T14:05:00.000Z,JKT-TMR,2,ANT-FRZ-0061-04
EV-00229,ANT-FRZ-0061,ARRIVED_HUB,AT_HUB,2026-09-18T15:02:00.000Z,JKT-SLT,3,ANT-FRZ-0061-05
EV-00230,ANT-FRZ-0061,LEFT_HUB,IN_TRANSIT,2026-09-18T15:24:00.000Z,JKT-SLT,3,ANT-FRZ-0061-06
EV-00231,ANT-FRZ-0061,OUT_FOR_DELIVERY,OUT_FOR_DELIVERY,2026-09-18T16:03:00.000Z,,3,ANT-FRZ-0061-07
EV-00232,ANT-FRZ-0062,PICKED_UP,PICKED_UP,2026-09-18T15:10:00.000Z,,0,ANT-FRZ-0062-00
EV-00233,ANT-FRZ-0062,ARRIVED_HUB,AT_HUB,2026-09-18T16:02:00.000Z,JKT-UTR,1,ANT-FRZ-0062-01
EV-00234,ANT-FRZ-0063,PICKED_UP,PICKED_UP,2026-09-18T12:46:00.000Z,,0,ANT-FRZ-0063-00
EV-00235,ANT-FRZ-0063,ARRIVED_HUB,AT_HUB,2026-09-18T13:39:00.000Z,BGR,1,ANT-FRZ-0063-01
EV-00236,ANT-FRZ-0063,LEFT_HUB,IN_TRANSIT,2026-09-18T14:01:00.000Z,BGR,1,ANT-FRZ-0063-02
EV-00237,ANT-FRZ-0063,ARRIVED_HUB,AT_HUB,2026-09-18T14:57:00.000Z,TGR,2,ANT-FRZ-0063-03
EV-00238,ANT-FRZ-0063,LEFT_HUB,IN_TRANSIT,2026-09-18T15:20:00.000Z,TGR,2,ANT-FRZ-0063-04
EV-00239,ANT-FRZ-0063,OUT_FOR_DELIVERY,OUT_FOR_DELIVERY,2026-09-18T16:01:00.000Z,,2,ANT-FRZ-0063-05
EV-00240,ANT-FRZ-0064,PICKED_UP,PICKED_UP,2026-09-18T15:06:00.000Z,,0,ANT-FRZ-0064-00
EV-00241,ANT-FRZ-0064,ARRIVED_HUB,AT_HUB,2026-09-18T16:00:00.000Z,BKS,1,ANT-FRZ-0064-01
EV-00242,ANT-FRZ-0065,PICKED_UP,PICKED_UP,2026-09-18T11:38:00.000Z,,0,ANT-FRZ-0065-00
EV-00243,ANT-FRZ-0065,ARRIVED_HUB,AT_HUB,2026-09-18T12:33:00.000Z,JKT-BRT,1,ANT-FRZ-0065-01
EV-00244,ANT-FRZ-0065,LEFT_HUB,IN_TRANSIT,2026-09-18T12:57:00.000Z,JKT-BRT,1,ANT-FRZ-0065-02
EV-00245,ANT-FRZ-0065,ARRIVED_HUB,AT_HUB,2026-09-18T13:55:00.000Z,JKT-TMR,2,ANT-FRZ-0065-03
EV-00246,ANT-FRZ-0065,LEFT_HUB,IN_TRANSIT,2026-09-18T14:20:00.000Z,JKT-TMR,2,ANT-FRZ-0065-04
EV-00247,ANT-FRZ-0065,OUT_FOR_DELIVERY,OUT_FOR_DELIVERY,2026-09-18T15:03:00.000Z,,2,ANT-FRZ-0065-05
EV-00248,ANT-FRZ-0065,DELIVERED,DELIVERED,2026-09-18T15:59:00.000Z,,3,ANT-FRZ-0065-06
EV-00249,ANT-FRZ-0066,PICKED_UP,PICKED_UP,2026-09-18T12:10:00.000Z,,0,ANT-FRZ-0066-00
EV-00250,ANT-FRZ-0066,ARRIVED_HUB,AT_HUB,2026-09-18T13:06:00.000Z,BKS,1,ANT-FRZ-0066-01
EV-00251,ANT-FRZ-0066,LEFT_HUB,IN_TRANSIT,2026-09-18T13:31:00.000Z,BKS,1,ANT-FRZ-0066-02
EV-00252,ANT-FRZ-0066,ARRIVED_HUB,AT_HUB,2026-09-18T14:30:00.000Z,TGR,2,ANT-FRZ-0066-03
EV-00253,ANT-FRZ-0066,LEFT_HUB,IN_TRANSIT,2026-09-18T14:56:00.000Z,TGR,2,ANT-FRZ-0066-04
EV-00254,ANT-FRZ-0066,ARRIVED_HUB,AT_HUB,2026-09-18T15:58:00.000Z,TGS,3,ANT-FRZ-0066-05
EV-00255,ANT-FRZ-0067,PICKED_UP,PICKED_UP,2026-09-18T11:24:00.000Z,,0,ANT-FRZ-0067-00
EV-00256,ANT-FRZ-0067,ARRIVED_HUB,AT_HUB,2026-09-18T12:21:00.000Z,TGR,1,ANT-FRZ-0067-01
EV-00257,ANT-FRZ-0067,LEFT_HUB,IN_TRANSIT,2026-09-18T12:47:00.000Z,TGR,1,ANT-FRZ-0067-02
EV-00258,ANT-FRZ-0067,ARRIVED_HUB,AT_HUB,2026-09-18T13:47:00.000Z,BGR,2,ANT-FRZ-0067-03
EV-00259,ANT-FRZ-0067,LEFT_HUB,IN_TRANSIT,2026-09-18T14:14:00.000Z,BGR,2,ANT-FRZ-0067-04
EV-00260,ANT-FRZ-0067,OUT_FOR_DELIVERY,OUT_FOR_DELIVERY,2026-09-18T14:59:00.000Z,,2,ANT-FRZ-0067-05
EV-00261,ANT-FRZ-0067,DELIVERED,DELIVERED,2026-09-18T15:57:00.000Z,,3,ANT-FRZ-0067-06
EV-00262,ANT-FRZ-0068,PICKED_UP,PICKED_UP,2026-09-18T14:31:00.000Z,,0,ANT-FRZ-0068-00
EV-00263,ANT-FRZ-0068,ARRIVED_HUB,AT_HUB,2026-09-18T15:29:00.000Z,JKT-TMR,1,ANT-FRZ-0068-01
EV-00264,ANT-FRZ-0068,LEFT_HUB,IN_TRANSIT,2026-09-18T15:56:00.000Z,JKT-TMR,1,ANT-FRZ-0068-02
EV-00265,ANT-FRZ-0069,PICKED_UP,PICKED_UP,2026-09-18T11:10:00.000Z,,0,ANT-FRZ-0069-00
EV-00266,ANT-FRZ-0069,ARRIVED_HUB,AT_HUB,2026-09-18T12:09:00.000Z,JKT-SLT,1,ANT-FRZ-0069-01
EV-00267,ANT-FRZ-0069,LEFT_HUB,IN_TRANSIT,2026-09-18T12:37:00.000Z,JKT-SLT,1,ANT-FRZ-0069-02
EV-00268,ANT-FRZ-0069,ARRIVED_HUB,AT_HUB,2026-09-18T13:39:00.000Z,JKT-PST,2,ANT-FRZ-0069-03
EV-00269,ANT-FRZ-0069,LEFT_HUB,IN_TRANSIT,2026-09-18T14:08:00.000Z,JKT-PST,2,ANT-FRZ-0069-04
EV-00270,ANT-FRZ-0069,OUT_FOR_DELIVERY,OUT_FOR_DELIVERY,2026-09-18T14:55:00.000Z,,2,ANT-FRZ-0069-05
EV-00271,ANT-FRZ-0069,DELIVERED,DELIVERED,2026-09-18T15:55:00.000Z,,3,ANT-FRZ-0069-06
EV-00272,ANT-FRZ-0070,PICKED_UP,PICKED_UP,2026-09-18T14:25:00.000Z,,0,ANT-FRZ-0070-00
EV-00273,ANT-FRZ-0070,ARRIVED_HUB,AT_HUB,2026-09-18T15:25:00.000Z,TGR,1,ANT-FRZ-0070-01
EV-00274,ANT-FRZ-0070,LEFT_HUB,IN_TRANSIT,2026-09-18T15:54:00.000Z,TGR,1,ANT-FRZ-0070-02
